Mpha_RNA1086_R9	gene_0
Lhum_RNA6357_R0	gene_11850
Cbir_RNA14022_R0	gene_11851
Mpha_RNA17996_R0	gene_11852
Lhum_RNA6352_R0	gene_11852
Dmel_RNA28843_R0	gene_11852
Mpha_RNA17995_R0	gene_11853
Lhum_RNA6284_R0	gene_11854
Mpha_RNA18001_R0	gene_11855
Mpha_RNA18002_R0	gene_11855
Sinv_RNA4214_R0	gene_11856
Cbir_RNA23873_R0	gene_11856
Mpha_RNA18008_R0	gene_11857
Mpha_RNA18010_R0	gene_11858
Mpha_RNA18011_R0	gene_11859
Cbir_RNA8836_R0	gene_11859
Lhum_RNA21499_R0	gene_11860
Lhum_RNA4391_R0	gene_11861
Cbir_RNA23012_R3	gene_11862
Lhum_RNA2579_R1	gene_11863
Mpha_RNA18013_R0	gene_11864
Mpha_RNA2691_R1	gene_11865
Mpha_RNA18014_R0	gene_11866
Lhum_RNA6885_R4	gene_11867
Cbir_RNA6997_R1	gene_11868
Sinv_RNA21344_R3	gene_11869
Mpha_RNA2312_R1	gene_11870
Dmel_RNA14394_R3	gene_11871
Cbir_RNA21135_R2	gene_11872
Mpha_RNA18015_R0	gene_11873
Sinv_RNA18876_R0	gene_11873
Sinv_RNA18064_R5	gene_11874
Cbir_RNA1439_R5	gene_11875
Cbir_RNA11283_R7	gene_11876
Sinv_RNA7223_R6	gene_11877
Nvit_RNA25925_R0	gene_11878
Mpha_RNA18016_R0	gene_11879
Mpha_RNA18018_R0	gene_11880
Sinv_RNA4545_R0	gene_11880
Aech_RNA2491_R0	gene_11881
Mpha_RNA18019_R0	gene_11882
Mpha_RNA18024_R0	gene_11882
Sinv_RNA4547_R0	gene_11882
Mpha_RNA18020_R0	gene_11882
Dmel_RNA3808_R0	gene_11882
Sinv_RNA21965_R1	gene_11883
Mpha_RNA18017_R0	gene_11884
Sinv_RNA4546_R0	gene_11885
Mpha_RNA18026_R0	gene_11886
Mpha_RNA18027_R0	gene_11887
Cbir_RNA10414_R0	gene_11887
Dqua_RNA23597_R0	gene_11887
Amel_RNA18860_R0	gene_11887
Mpha_RNA18030_R0	gene_11888
Mpha_RNA18028_R0	gene_11889
Mpha_RNA18031_R0	gene_11890
Nvit_RNA20806_R0	gene_11890
Cbir_RNA18736_R1	gene_11891
Aech_RNA1181_R1	gene_11892
Mpha_RNA18035_R0	gene_11893
Dqua_RNA23582_R0	gene_11893
Mpha_RNA18038_R0	gene_11894
Mpha_RNA18047_R0	gene_11895
Aech_RNA4327_R0	gene_11895
Mpha_RNA18036_R0	gene_11896
Sinv_RNA20358_R1	gene_11897
Mpha_RNA1988_R1	gene_11898
Mpha_RNA18039_R0	gene_11899
Mpha_RNA18043_R0	gene_11899
Mpha_RNA18042_R0	gene_11899
Mpha_RNA18041_R0	gene_11899
Mpha_RNA18045_R0	gene_11899
Mpha_RNA18046_R0	gene_11900
Lhum_RNA7581_R0	gene_11900
Mpha_RNA18051_R0	gene_11901
Sinv_RNA4461_R1	gene_11902
Mpha_RNA18053_R0	gene_11903
Mpha_RNA18052_R0	gene_11903
Dqua_RNA5071_R6	gene_11904
Mpha_RNA18054_R0	gene_11905
Mpha_RNA18057_R0	gene_11906
Mpha_RNA18058_R0	gene_11906
Cbir_RNA8975_R0	gene_11906
Amel_RNA2130_R0	gene_11906
Dmel_RNA23282_R3	gene_11906
Nvit_RNA22132_R7	gene_11906
Sinv_RNA5208_R0	gene_11907
Aech_RNA2465_R0	gene_11908
Sinv_RNA5210_R1	gene_11909
Mpha_RNA18060_R0	gene_11910
Mpha_RNA18061_R0	gene_11911
Mpha_RNA21274_R1	gene_11911
Sinv_RNA13192_R0	gene_11911
Dqua_RNA14804_R0	gene_11911
Amel_RNA2809_R0	gene_11911
Sinv_RNA9662_R0	gene_11911
Mpha_RNA18064_R0	gene_11912
Mpha_RNA18069_R0	gene_11913
Mpha_RNA18074_R0	gene_11914
Mpha_RNA18077_R0	gene_11915
Dmel_RNA14229_R0	gene_11915
Mpha_RNA18062_R0	gene_11916
Cbir_RNA6568_R0	gene_11916
Nvit_RNA26224_R2	gene_11917
Mpha_RNA18068_R0	gene_11918
Mpha_RNA18071_R0	gene_11919
Mpha_RNA18073_R0	gene_11920
Mpha_RNA18082_R0	gene_11921
Mpha_RNA18085_R0	gene_11922
Sinv_RNA4244_R8	gene_11922
Sinv_RNA4245_R4	gene_11922
Sinv_RNA326_R5	gene_11922
Amel_RNA703_R0	gene_11923
Sinv_RNA8951_R0	gene_11924
Aech_RNA21198_R0	gene_11925
Sinv_RNA4924_R1	gene_11926
Aech_RNA10487_R0	gene_11927
Mpha_RNA18090_R0	gene_11928
Nvit_RNA8036_R2	gene_11929
Mpha_RNA18093_R0	gene_11930
Mpha_RNA18094_R0	gene_11930
Mpha_RNA18095_R0	gene_11931
Cbir_RNA6911_R0	gene_11932
Mpha_RNA18107_R0	gene_11933
Mpha_RNA18104_R0	gene_11934
Mpha_RNA18108_R0	gene_11935
Dmel_RNA16327_R2	gene_11936
Mpha_RNA18113_R0	gene_11937
Mpha_RNA18115_R0	gene_11938
Mpha_RNA18116_R0	gene_11939
Mpha_RNA18118_R0	gene_11940
Mpha_RNA18122_R0	gene_11941
Mpha_RNA18120_R0	gene_11942
Mpha_RNA18125_R0	gene_11943
Dmel_RNA16551_R1	gene_11943
Mpha_RNA18129_R0	gene_11944
Mpha_RNA18131_R0	gene_11944
Mpha_RNA18132_R0	gene_11944
Mpha_RNA18133_R0	gene_11944
Dqua_RNA4583_R0	gene_11944
Mpha_RNA18136_R0	gene_11945
Mpha_RNA18137_R0	gene_11945
Mpha_RNA18121_R0	gene_11946
Mpha_RNA18127_R0	gene_11947
Mpha_RNA18134_R0	gene_11948
Mpha_RNA18138_R0	gene_11949
Amel_RNA18595_R0	gene_11949
Mpha_RNA18143_R0	gene_11950
Cbir_RNA9795_R0	gene_11950
Dmel_RNA13702_R0	gene_11951
Cbir_RNA1470_R2	gene_11952
Sinv_RNA4201_R0	gene_11953
Mpha_RNA18146_R0	gene_11954
Mpha_RNA18147_R0	gene_11955
Mpha_RNA18150_R0	gene_11956
Mpha_RNA18154_R0	gene_11957
Aech_RNA15820_R0	gene_11957
Cbir_RNA13913_R0	gene_11957
Lhum_RNA14641_R0	gene_11957
Mpha_RNA18153_R0	gene_11958
Mpha_RNA18155_R0	gene_11959
Mpha_RNA18159_R0	gene_11959
Mpha_RNA18160_R0	gene_11959
Amel_RNA17680_R0	gene_11959
Mpha_RNA18167_R0	gene_11960
Mpha_RNA18163_R0	gene_11961
Aech_RNA17376_R0	gene_11961
Mpha_RNA18164_R0	gene_11962
Sinv_RNA429_R1	gene_11962
Mpha_RNA1509_R3	gene_11963
Mpha_RNA18171_R0	gene_11964
Mpha_RNA18173_R0	gene_11965
Mpha_RNA18178_R0	gene_11966
Cbir_RNA14222_R0	gene_11966
Dmel_RNA2928_R0	gene_11966
Aech_RNA12630_R0	gene_11967
Mpha_RNA18172_R0	gene_11968
Lhum_RNA18082_R0	gene_11969
Mpha_RNA18175_R0	gene_11969
Cbir_RNA14219_R0	gene_11969
Mpha_RNA18177_R0	gene_11970
Mpha_RNA18180_R0	gene_11971
Amel_RNA6902_R0	gene_11971
Mpha_RNA18182_R0	gene_11972
Aech_RNA2994_R3	gene_11973
Dmel_RNA34405_R1	gene_11974
Sinv_RNA21543_R3	gene_11975
Mpha_RNA18185_R0	gene_11976
Sinv_RNA18459_R0	gene_11976
Aech_RNA18726_R0	gene_11976
Mpha_RNA18186_R0	gene_11977
Lhum_RNA12336_R2	gene_11977
Dmel_RNA14601_R1	gene_11978
Mpha_RNA18187_R0	gene_11979
Mpha_RNA18195_R0	gene_11980
Mpha_RNA18194_R0	gene_11980
Nvit_RNA2359_R0	gene_11980
Nvit_RNA2362_R0	gene_11980
Mpha_RNA18199_R0	gene_11981
Mpha_RNA18198_R0	gene_11982
Mpha_RNA18196_R0	gene_11983
Mpha_RNA18201_R0	gene_11984
Mpha_RNA18200_R0	gene_11985
Mpha_RNA18204_R0	gene_11986
Mpha_RNA18202_R0	gene_11986
Mpha_RNA18206_R0	gene_11986
Aech_RNA9658_R0	gene_11986
Cbir_RNA16663_R0	gene_11987
Sinv_RNA7041_R0	gene_11987
Lhum_RNA7281_R0	gene_11988
Amel_RNA28410_R1	gene_11988
Mpha_RNA18223_R0	gene_11989
Mpha_RNA18224_R0	gene_11990
Mpha_RNA18229_R0	gene_11991
Lhum_RNA9376_R0	gene_11992
Lhum_RNA9377_R0	gene_11992
Dmel_RNA25062_R0	gene_11992
Aech_RNA17598_R0	gene_11993
Aech_RNA20586_R0	gene_11994
Mpha_RNA18233_R0	gene_11995
Mpha_RNA18235_R0	gene_11996
Mpha_RNA18237_R0	gene_11997
Mpha_RNA18241_R0	gene_11998
Mpha_RNA18234_R0	gene_11999
Mpha_RNA18236_R0	gene_12000
Mpha_RNA18239_R0	gene_12001
Dmel_RNA8669_R0	gene_12001
Mpha_RNA18245_R0	gene_12002
Mpha_RNA18243_R0	gene_12002
Sinv_RNA14511_R0	gene_12002
Sinv_RNA14510_R0	gene_12002
Sinv_RNA8007_R1	gene_12003
Mpha_RNA18246_R0	gene_12004
Mpha_RNA18248_R0	gene_12005
Sinv_RNA18811_R0	gene_12005
Mpha_RNA18250_R0	gene_12006
Aech_RNA18705_R0	gene_12006
Mpha_RNA18254_R0	gene_12007
Mpha_RNA18256_R0	gene_12007
Lhum_RNA6601_R0	gene_12007
Mpha_RNA18257_R0	gene_12008
Mpha_RNA18260_R0	gene_12009
Mpha_RNA18261_R0	gene_12009
Mpha_RNA18263_R0	gene_12010
Mpha_RNA18247_R0	gene_12011
Mpha_RNA18249_R0	gene_12012
Mpha_RNA18251_R0	gene_12013
Sinv_RNA18804_R0	gene_12014
Mpha_RNA18258_R0	gene_12015
Mpha_RNA18259_R0	gene_12015
Mpha_RNA18262_R0	gene_12016
Sinv_RNA18794_R0	gene_12016
Amel_RNA21423_R0	gene_12016
Cbir_RNA24555_R0	gene_12016
Aech_RNA14180_R1	gene_12017
Aech_RNA13891_R0	gene_12018
Mpha_RNA18268_R0	gene_12019
Amel_RNA25018_R0	gene_12020
Aech_RNA13897_R0	gene_12021
Mpha_RNA18271_R0	gene_12022
Nvit_RNA21647_R0	gene_12022
Dmel_RNA18256_R0	gene_12022
Dmel_RNA14696_R1	gene_12022
Mpha_RNA18275_R0	gene_12023
Mpha_RNA18273_R0	gene_12024
Mpha_RNA18274_R0	gene_12025
Mpha_RNA18276_R0	gene_12026
Aech_RNA13261_R4	gene_12027
Mpha_RNA18278_R0	gene_12028
Mpha_RNA18280_R0	gene_12029
Mpha_RNA18281_R0	gene_12029
Dmel_RNA17277_R0	gene_12030
Lhum_RNA1762_R3	gene_12031
Cbir_RNA20252_R1	gene_12032
Cbir_RNA16808_R1	gene_12033
Sinv_RNA1019_R0	gene_12034
Dmel_RNA270_R0	gene_12034
Mpha_RNA18285_R0	gene_12035
Mpha_RNA18292_R0	gene_12036
Dmel_RNA2886_R0	gene_12036
Mpha_RNA18294_R0	gene_12037
Mpha_RNA18298_R0	gene_12038
Mpha_RNA18299_R0	gene_12039
Dmel_RNA6190_R0	gene_12039
Mpha_RNA18303_R0	gene_12040
Nvit_RNA15149_R0	gene_12040
Sinv_RNA14329_R0	gene_12041
Mpha_RNA18317_R0	gene_12042
Amel_RNA26225_R0	gene_12042
Nvit_RNA6073_R0	gene_12042
Mpha_RNA18319_R0	gene_12043
Mpha_RNA18301_R0	gene_12044
Mpha_RNA18311_R0	gene_12045
Mpha_RNA18309_R0	gene_12046
Mpha_RNA18312_R0	gene_12047
Dqua_RNA23232_R0	gene_12047
Mpha_RNA18313_R0	gene_12048
Mpha_RNA18314_R0	gene_12048
Mpha_RNA18318_R0	gene_12049
Mpha_RNA18322_R0	gene_12050
Sinv_RNA14323_R0	gene_12050
Aech_RNA17425_R0	gene_12050
Mpha_RNA18324_R0	gene_12051
Aech_RNA16162_R0	gene_12051
Aech_RNA1242_R0	gene_12052
Sinv_RNA18897_R8	gene_12053
Mpha_RNA18328_R0	gene_12054
Aech_RNA20140_R0	gene_12054
Mpha_RNA18330_R0	gene_12055
Amel_RNA2206_R0	gene_12055
Mpha_RNA18336_R0	gene_12056
Lhum_RNA2574_R5	gene_12057
Mpha_RNA1044_R6	gene_12058
Mpha_RNA18337_R0	gene_12059
Nvit_RNA11447_R9	gene_12060
Mpha_RNA18339_R0	gene_12061
Mpha_RNA18343_R0	gene_12062
Mpha_RNA18340_R0	gene_12063
Dmel_RNA31351_R0	gene_12063
Mpha_RNA18342_R0	gene_12064
Mpha_RNA18345_R0	gene_12065
Mpha_RNA18346_R0	gene_12066
Mpha_RNA18348_R0	gene_12067
Dmel_RNA7260_R0	gene_12067
Aech_RNA1480_R0	gene_12068
Mpha_RNA18354_R0	gene_12069
Mpha_RNA18356_R0	gene_12070
Sinv_RNA12280_R0	gene_12070
Mpha_RNA18358_R0	gene_12071
Mpha_RNA18368_R0	gene_12072
Aech_RNA18799_R0	gene_12072
Mpha_RNA18373_R0	gene_12073
Cbir_RNA12534_R0	gene_12074
Mpha_RNA18381_R0	gene_12075
Sinv_RNA4244_R7	gene_12075
Nvit_RNA21129_R2	gene_12075
Sinv_RNA4246_R4	gene_12075
Dmel_RNA19129_R7	gene_12075
Nvit_RNA9023_R8	gene_12075
Mpha_RNA18388_R0	gene_12076
Mpha_RNA18392_R0	gene_12077
Aech_RNA14542_R0	gene_12077
Lhum_RNA8977_R0	gene_12077
Mpha_RNA18389_R0	gene_12078
Mpha_RNA18395_R0	gene_12079
Dmel_RNA20615_R0	gene_12079
Mpha_RNA18396_R0	gene_12080
Mpha_RNA18349_R0	gene_12081
Cbir_RNA14625_R0	gene_12081
Mpha_RNA18352_R0	gene_12081
Sinv_RNA8031_R0	gene_12082
Mpha_RNA18355_R0	gene_12083
Nvit_RNA25488_R0	gene_12083
Mpha_RNA18357_R0	gene_12084
Aech_RNA18801_R0	gene_12085
Mpha_RNA18370_R0	gene_12086
Aech_RNA4993_R0	gene_12086
Mpha_RNA18371_R0	gene_12086
Mpha_RNA18375_R0	gene_12087
Mpha_RNA18380_R0	gene_12088
Mpha_RNA18384_R0	gene_12089
Mpha_RNA18390_R0	gene_12090
Mpha_RNA18394_R0	gene_12091
Amel_RNA16410_R0	gene_12091
Mpha_RNA18399_R0	gene_12092
Nvit_RNA3632_R0	gene_12092
Nvit_RNA14908_R7	gene_12093
Sinv_RNA4401_R3	gene_12094
Mpha_RNA18400_R0	gene_12095
Mpha_RNA18401_R0	gene_12096
Mpha_RNA18403_R0	gene_12097
Mpha_RNA18402_R0	gene_12098
Nvit_RNA16642_R1	gene_12099
Mpha_RNA18410_R0	gene_12100
Aech_RNA19943_R0	gene_12100
Amel_RNA20704_R0	gene_12100
Mpha_RNA18411_R0	gene_12101
Sinv_RNA16580_R0	gene_12102
Cbir_RNA13552_R0	gene_12103
Cbir_RNA18425_R7	gene_12104
Mpha_RNA18406_R0	gene_12105
Dqua_RNA4823_R0	gene_12105
Nvit_RNA19193_R1	gene_12105
Mpha_RNA18409_R0	gene_12106
Nvit_RNA17848_R0	gene_12106
Cbir_RNA14501_R8	gene_12107
Mpha_RNA18418_R0	gene_12108
Mpha_RNA18414_R0	gene_12109
Mpha_RNA18417_R0	gene_12110
Lhum_RNA1426_R0	gene_12110
Amel_RNA16801_R0	gene_12111
Mpha_RNA18419_R0	gene_12112
Dqua_RNA21023_R6	gene_12113
Mpha_RNA18420_R0	gene_12114
Mpha_RNA18424_R0	gene_12115
Mpha_RNA18426_R0	gene_12116
Mpha_RNA18425_R0	gene_12117
Cbir_RNA24613_R0	gene_12117
Dqua_RNA22014_R9	gene_12118
Mpha_RNA18428_R0	gene_12119
Mpha_RNA18427_R0	gene_12120
Cbir_RNA24615_R0	gene_12120
Mpha_RNA18430_R0	gene_12121
Mpha_RNA18437_R0	gene_12122
Mpha_RNA18440_R0	gene_12123
Mpha_RNA18444_R0	gene_12124
Mpha_RNA18445_R0	gene_12125
Mpha_RNA18447_R0	gene_12126
Mpha_RNA18448_R0	gene_12127
Mpha_RNA18423_R0	gene_12128
Mpha_RNA18429_R0	gene_12129
Mpha_RNA18433_R0	gene_12130
Mpha_RNA18436_R0	gene_12131
Amel_RNA28253_R0	gene_12132
Mpha_RNA18439_R0	gene_12133
Cbir_RNA2508_R0	gene_12133
Mpha_RNA18438_R0	gene_12134
Dmel_RNA32620_R0	gene_12135
Mpha_RNA18443_R0	gene_12136
Mpha_RNA18442_R0	gene_12136
Dmel_RNA14624_R0	gene_12137
Mpha_RNA18455_R0	gene_12138
Mpha_RNA18452_R0	gene_12139
Dqua_RNA9116_R0	gene_12140
Dmel_RNA8944_R0	gene_12140
Mpha_RNA18454_R0	gene_12141
Aech_RNA2009_R0	gene_12141
Cbir_RNA15595_R0	gene_12141
Mpha_RNA18457_R0	gene_12142
Aech_RNA20846_R0	gene_12143
Cbir_RNA24798_R0	gene_12144
Cbir_RNA11595_R0	gene_12145
Mpha_RNA18463_R0	gene_12146
Amel_RNA13352_R0	gene_12147
Dmel_RNA7839_R0	gene_12147
Mpha_RNA18473_R0	gene_12148
Mpha_RNA18474_R0	gene_12148
Mpha_RNA18475_R0	gene_12148
Mpha_RNA18476_R0	gene_12149
Mpha_RNA18459_R0	gene_12150
Mpha_RNA18461_R0	gene_12150
Mpha_RNA18460_R0	gene_12150
Mpha_RNA18465_R0	gene_12151
Mpha_RNA18464_R0	gene_12151
Nvit_RNA19426_R0	gene_12151
Mpha_RNA18469_R0	gene_12152
Mpha_RNA18477_R0	gene_12153
Mpha_RNA18478_R0	gene_12154
Aech_RNA21848_R0	gene_12155
Dmel_RNA5051_R0	gene_12155
Mpha_RNA18483_R0	gene_12156
Mpha_RNA18480_R0	gene_12157
Sinv_RNA4158_R0	gene_12157
Amel_RNA9395_R0	gene_12158
Amel_RNA5832_R0	gene_12159
Sinv_RNA19792_R1	gene_12160
Aech_RNA11092_R0	gene_12161
Dqua_RNA5439_R0	gene_12162
Mpha_RNA18488_R0	gene_12163
Sinv_RNA16349_R0	gene_12163
Mpha_RNA18495_R0	gene_12164
Sinv_RNA17371_R0	gene_12165
Mpha_RNA18498_R0	gene_12166
Mpha_RNA18502_R0	gene_12167
Mpha_RNA18503_R0	gene_12168
Mpha_RNA18506_R0	gene_12169
Amel_RNA13755_R0	gene_12170
Cbir_RNA21165_R0	gene_12171
Mpha_RNA18515_R0	gene_12172
Aech_RNA7216_R0	gene_12172
Mpha_RNA18519_R0	gene_12173
Mpha_RNA18520_R0	gene_12173
Sinv_RNA3392_R0	gene_12173
Mpha_RNA18521_R0	gene_12174
Amel_RNA15515_R0	gene_12174
Mpha_RNA18504_R0	gene_12175
Dqua_RNA8303_R0	gene_12175
Aech_RNA20105_R0	gene_12176
Mpha_RNA18511_R0	gene_12177
Mpha_RNA18518_R0	gene_12178
Lhum_RNA14854_R0	gene_12178
Cbir_RNA1178_R2	gene_12179
Cbir_RNA10798_R7	gene_12180
Mpha_RNA18522_R0	gene_12181
Mpha_RNA18526_R0	gene_12182
Mpha_RNA18525_R0	gene_12182
Sinv_RNA7839_R0	gene_12182
Dqua_RNA21458_R0	gene_12182
Dmel_RNA20865_R0	gene_12182
Mpha_RNA18530_R0	gene_12183
Cbir_RNA5566_R0	gene_12183
Mpha_RNA18541_R0	gene_12184
Sinv_RNA7832_R0	gene_12185
Mpha_RNA18523_R0	gene_12186
Mpha_RNA18529_R0	gene_12187
Lhum_RNA2485_R0	gene_12187
Dmel_RNA23287_R0	gene_12187
Mpha_RNA18528_R0	gene_12188
Mpha_RNA18533_R0	gene_12189
Aech_RNA16782_R0	gene_12190
Mpha_RNA18543_R0	gene_12191
Aech_RNA5536_R0	gene_12192
Mpha_RNA18548_R0	gene_12193
Mpha_RNA18551_R0	gene_12194
Mpha_RNA18552_R0	gene_12194
Mpha_RNA18553_R0	gene_12195
Mpha_RNA18549_R0	gene_12196
Mpha_RNA18555_R0	gene_12197
Dmel_RNA24486_R0	gene_12197
Mpha_RNA18556_R0	gene_12198
Sinv_RNA12286_R4	gene_12199
Nvit_RNA16272_R9	gene_12200
Lhum_RNA5748_R0	gene_12201
Mpha_RNA18557_R0	gene_12202
Mpha_RNA18561_R0	gene_12203
Dqua_RNA11738_R0	gene_12204
Mpha_RNA18563_R0	gene_12205
Dqua_RNA17741_R0	gene_12206
Mpha_RNA18566_R0	gene_12207
Sinv_RNA21778_R0	gene_12207
Amel_RNA28392_R5	gene_12208
Mpha_RNA18568_R0	gene_12209
Mpha_RNA18570_R0	gene_12210
Mpha_RNA18569_R0	gene_12210
Mpha_RNA18571_R0	gene_12210
Mpha_RNA18573_R0	gene_12211
Dqua_RNA15126_R2	gene_12211
Mpha_RNA18576_R0	gene_12212
Mpha_RNA18572_R0	gene_12213
Mpha_RNA18575_R0	gene_12214
Mpha_RNA18574_R0	gene_12214
Mpha_RNA18578_R0	gene_12215
Mpha_RNA18577_R0	gene_12215
Cbir_RNA20690_R0	gene_12216
Mpha_RNA18581_R0	gene_12217
Mpha_RNA18582_R0	gene_12217
Amel_RNA10770_R0	gene_12217
Mpha_RNA8870_R1	gene_12218
Lhum_RNA10624_R1	gene_12219
Cbir_RNA6869_R0	gene_12220
Aech_RNA4896_R0	gene_12221
Sinv_RNA17634_R0	gene_12222
Mpha_RNA18599_R0	gene_12223
Mpha_RNA18601_R0	gene_12224
Sinv_RNA2185_R0	gene_12224
Aech_RNA13823_R0	gene_12224
Mpha_RNA18602_R0	gene_12225
Mpha_RNA18603_R0	gene_12226
Mpha_RNA18605_R0	gene_12227
Mpha_RNA18606_R0	gene_12227
Sinv_RNA20721_R0	gene_12227
Lhum_RNA21204_R0	gene_12227
Nvit_RNA23926_R0	gene_12227
Sinv_RNA20722_R0	gene_12228
Mpha_RNA18609_R0	gene_12228
Nvit_RNA19396_R0	gene_12228
Mpha_RNA18614_R0	gene_12229
Lhum_RNA2220_R9	gene_12230
Aech_RNA3647_R0	gene_12231
Lhum_RNA17874_R0	gene_12232
Lhum_RNA17875_R0	gene_12232
Cbir_RNA16216_R0	gene_12232
Cbir_RNA16217_R0	gene_12232
Mpha_RNA18616_R0	gene_12233
Mpha_RNA18618_R0	gene_12234
Nvit_RNA22558_R0	gene_12234
Mpha_RNA18625_R0	gene_12235
Mpha_RNA18626_R0	gene_12236
Aech_RNA17077_R0	gene_12236
Nvit_RNA19388_R0	gene_12236
Mpha_RNA18623_R0	gene_12237
Sinv_RNA3227_R0	gene_12237
Mpha_RNA18624_R0	gene_12238
Mpha_RNA18628_R0	gene_12239
Mpha_RNA18629_R0	gene_12240
Mpha_RNA18630_R0	gene_12240
Dmel_RNA9849_R0	gene_12240
Mpha_RNA18637_R0	gene_12241
Sinv_RNA22236_R7	gene_12242
Aech_RNA3617_R0	gene_12243
Dqua_RNA18312_R1	gene_12243
Mpha_RNA18634_R0	gene_12244
Sinv_RNA19228_R1	gene_12245
Aech_RNA3250_R8	gene_12246
Cbir_RNA21808_R0	gene_12247
Mpha_RNA18641_R0	gene_12248
Dmel_RNA29384_R0	gene_12248
Dmel_RNA16979_R0	gene_12248
Mpha_RNA18640_R0	gene_12249
Mpha_RNA18643_R0	gene_12250
Dmel_RNA14834_R0	gene_12250
Mpha_RNA18647_R0	gene_12251
Mpha_RNA18646_R0	gene_12252
Dqua_RNA17418_R0	gene_12252
Mpha_RNA18653_R0	gene_12253
Dmel_RNA650_R0	gene_12253
Mpha_RNA18662_R0	gene_12254
Mpha_RNA18649_R0	gene_12255
Mpha_RNA18650_R0	gene_12255
Mpha_RNA18648_R0	gene_12255
Mpha_RNA18652_R0	gene_12255
Mpha_RNA18651_R0	gene_12255
Lhum_RNA4154_R0	gene_12255
Mpha_RNA18655_R0	gene_12256
Mpha_RNA18657_R0	gene_12256
Mpha_RNA18656_R0	gene_12256
Mpha_RNA18658_R0	gene_12257
Mpha_RNA18660_R0	gene_12257
Nvit_RNA24940_R0	gene_12257
Mpha_RNA18663_R0	gene_12258
Sinv_RNA5938_R0	gene_12259
Lhum_RNA5230_R2	gene_12260
Cbir_RNA16652_R3	gene_12261
Mpha_RNA18669_R0	gene_12262
Sinv_RNA5937_R0	gene_12262
Mpha_RNA18672_R0	gene_12263
Mpha_RNA18673_R0	gene_12263
Mpha_RNA18676_R0	gene_12264
Mpha_RNA18675_R0	gene_12265
Mpha_RNA18681_R0	gene_12266
Mpha_RNA18685_R0	gene_12267
Aech_RNA1358_R0	gene_12268
Mpha_RNA18687_R0	gene_12269
Mpha_RNA18691_R0	gene_12270
Sinv_RNA17500_R0	gene_12270
Mpha_RNA18692_R0	gene_12271
Mpha_RNA18697_R0	gene_12272
Dqua_RNA3204_R1	gene_12273
Amel_RNA25703_R0	gene_12274
Mpha_RNA18679_R0	gene_12275
Mpha_RNA18683_R0	gene_12276
Mpha_RNA18684_R0	gene_12276
Mpha_RNA18688_R0	gene_12277
Aech_RNA9770_R0	gene_12277
Mpha_RNA18689_R0	gene_12278
Mpha_RNA18690_R0	gene_12279
Dmel_RNA28728_R0	gene_12279
Mpha_RNA18693_R0	gene_12280
Cbir_RNA16486_R0	gene_12281
Dqua_RNA10165_R0	gene_12281
Mpha_RNA19306_R6	gene_12282
Cbir_RNA5387_R5	gene_12283
Mpha_RNA18703_R0	gene_12284
Mpha_RNA18702_R0	gene_12284
Mpha_RNA18709_R0	gene_12285
Mpha_RNA18708_R0	gene_12286
Aech_RNA7910_R0	gene_12286
Mpha_RNA18714_R0	gene_12287
Dqua_RNA20260_R0	gene_12287
Nvit_RNA18989_R0	gene_12287
Mpha_RNA18716_R0	gene_12288
Dmel_RNA967_R4	gene_12288
Sinv_RNA17243_R0	gene_12289
Mpha_RNA18706_R0	gene_12290
Mpha_RNA18707_R0	gene_12290
Mpha_RNA18710_R0	gene_12291
Lhum_RNA13009_R0	gene_12291
Nvit_RNA19906_R0	gene_12291
Dmel_RNA34080_R0	gene_12291
Aech_RNA7904_R0	gene_12292
Sinv_RNA13031_R0	gene_12293
Mpha_RNA1971_R6	gene_12294
Lhum_RNA23188_R0	gene_12295
Sinv_RNA19884_R0	gene_12295
Mpha_RNA18723_R0	gene_12296
Mpha_RNA18724_R0	gene_12297
Mpha_RNA18729_R0	gene_12298
Lhum_RNA4726_R0	gene_12298
Sinv_RNA2839_R0	gene_12299
Cbir_RNA24629_R0	gene_12300
Mpha_RNA18727_R0	gene_12301
Cbir_RNA24625_R0	gene_12301
Dmel_RNA12674_R0	gene_12301
Mpha_RNA18731_R0	gene_12302
Nvit_RNA17088_R0	gene_12303
Mpha_RNA18740_R0	gene_12304
Mpha_RNA18738_R0	gene_12305
Aech_RNA14647_R0	gene_12305
Dmel_RNA32346_R0	gene_12305
Amel_RNA404_R0	gene_12306
Dmel_RNA17712_R6	gene_12307
Mpha_RNA18752_R0	gene_12308
Sinv_RNA17849_R0	gene_12309
Mpha_RNA18753_R0	gene_12310
Mpha_RNA18755_R0	gene_12311
Cbir_RNA12526_R0	gene_12311
Mpha_RNA18758_R0	gene_12312
Mpha_RNA18762_R0	gene_12313
Mpha_RNA18763_R0	gene_12313
Mpha_RNA18764_R0	gene_12314
Mpha_RNA18765_R0	gene_12315
Cbir_RNA12520_R0	gene_12315
Dqua_RNA16744_R0	gene_12316
Dmel_RNA29695_R0	gene_12316
Dqua_RNA4588_R4	gene_12316
Amel_RNA3124_R4	gene_12316
Dmel_RNA33896_R4	gene_12316
Dmel_RNA17054_R9	gene_12317
Mpha_RNA18771_R0	gene_12318
Mpha_RNA18770_R0	gene_12319
Dmel_RNA2763_R0	gene_12319
Mpha_RNA18772_R0	gene_12320
Nvit_RNA5913_R1	gene_12321
Mpha_RNA18776_R0	gene_12322
