Dqua_RNA0_R0	gene_0
Dqua_RNA20451_R0	gene_11637
Dqua_RNA20453_R0	gene_11637
Cbir_RNA948_R0	gene_11637
Dmel_RNA13606_R3	gene_11637
Dqua_RNA20454_R0	gene_11638
Dqua_RNA20465_R0	gene_11639
Mpha_RNA16817_R1	gene_11639
Dqua_RNA20470_R0	gene_11640
Dqua_RNA20476_R0	gene_11641
Dqua_RNA20477_R0	gene_11642
Aech_RNA2935_R0	gene_11643
Dqua_RNA20483_R0	gene_11644
Dqua_RNA20513_R0	gene_11645
Dqua_RNA20514_R0	gene_11646
Dqua_RNA20512_R0	gene_11647
Cbir_RNA915_R2	gene_11648
Cbir_RNA915_R3	gene_11649
Cbir_RNA915_R5	gene_11650
Lhum_RNA19904_R3	gene_11651
Aech_RNA2919_R3	gene_11652
Dqua_RNA3663_R2	gene_11653
Dqua_RNA23277_R1	gene_11654
Lhum_RNA7409_R4	gene_11655
Aech_RNA557_R1	gene_11656
Lhum_RNA3402_R9	gene_11657
Amel_RNA27670_R0	gene_11658
Aech_RNA5202_R9	gene_11659
Dqua_RNA20526_R0	gene_11660
Dqua_RNA20527_R0	gene_11661
Mpha_RNA16199_R0	gene_11661
Aech_RNA8383_R0	gene_11661
Cbir_RNA22315_R0	gene_11661
Lhum_RNA12681_R0	gene_11661
Cbir_RNA20766_R0	gene_11661
Cbir_RNA22313_R0	gene_11661
Sinv_RNA5311_R0	gene_11661
Lhum_RNA718_R0	gene_11661
Sinv_RNA16427_R0	gene_11661
Cbir_RNA25332_R0	gene_11661
Sinv_RNA5303_R0	gene_11661
Sinv_RNA5303_R1	gene_11661
Sinv_RNA17815_R0	gene_11661
Sinv_RNA17687_R0	gene_11661
Sinv_RNA18014_R1	gene_11661
Cbir_RNA22134_R0	gene_11661
Cbir_RNA25251_R0	gene_11661
Sinv_RNA16426_R0	gene_11661
Cbir_RNA24853_R0	gene_11661
Cbir_RNA24852_R0	gene_11661
Dqua_RNA20531_R0	gene_11662
Dqua_RNA20528_R0	gene_11663
Dqua_RNA20534_R0	gene_11664
Lhum_RNA1075_R0	gene_11665
Dqua_RNA20543_R0	gene_11666
Dqua_RNA20542_R0	gene_11666
Sinv_RNA9570_R0	gene_11666
Dqua_RNA20556_R0	gene_11667
Amel_RNA22532_R0	gene_11667
Dmel_RNA25249_R0	gene_11667
Dqua_RNA20561_R0	gene_11668
Sinv_RNA9562_R0	gene_11668
Cbir_RNA19253_R0	gene_11668
Aech_RNA10551_R0	gene_11668
Dmel_RNA25303_R0	gene_11668
Dqua_RNA20563_R0	gene_11669
Dqua_RNA20566_R0	gene_11670
Dqua_RNA20568_R0	gene_11671
Dmel_RNA11557_R0	gene_11671
Aech_RNA10561_R0	gene_11672
Dqua_RNA20572_R0	gene_11673
Dqua_RNA20522_R0	gene_11674
Dqua_RNA20532_R0	gene_11675
Dqua_RNA20533_R0	gene_11676
Cbir_RNA3584_R0	gene_11676
Dqua_RNA20544_R0	gene_11677
Dqua_RNA20555_R0	gene_11678
Dqua_RNA20559_R0	gene_11679
Dqua_RNA20562_R0	gene_11680
Dqua_RNA20571_R0	gene_11681
Aech_RNA13011_R0	gene_11682
Aech_RNA13010_R0	gene_11682
Dqua_RNA20590_R0	gene_11683
Dqua_RNA20594_R0	gene_11684
Lhum_RNA22158_R0	gene_11685
Dqua_RNA20605_R0	gene_11686
Dqua_RNA20608_R0	gene_11687
Dqua_RNA20609_R0	gene_11687
Dqua_RNA20611_R0	gene_11688
Dqua_RNA20610_R0	gene_11688
Dqua_RNA20613_R0	gene_11689
Dqua_RNA20616_R0	gene_11690
Dqua_RNA20623_R0	gene_11691
Dqua_RNA20574_R0	gene_11692
Dqua_RNA20577_R0	gene_11693
Dqua_RNA20579_R0	gene_11694
Dqua_RNA20581_R0	gene_11695
Lhum_RNA3962_R0	gene_11695
Dqua_RNA20582_R0	gene_11696
Dqua_RNA20585_R0	gene_11697
Dqua_RNA20588_R0	gene_11698
Dqua_RNA20589_R0	gene_11698
Dqua_RNA20587_R0	gene_11698
Dqua_RNA20586_R0	gene_11698
Lhum_RNA3956_R0	gene_11698
Amel_RNA26008_R0	gene_11698
Lhum_RNA21161_R0	gene_11699
Dmel_RNA33114_R5	gene_11700
Dqua_RNA20606_R0	gene_11701
Amel_RNA10826_R0	gene_11702
Aech_RNA6404_R5	gene_11703
Dqua_RNA20615_R0	gene_11704
Dqua_RNA20621_R0	gene_11705
Cbir_RNA5823_R0	gene_11705
Dqua_RNA20622_R0	gene_11706
Dmel_RNA1248_R0	gene_11706
Dqua_RNA20624_R0	gene_11707
Dqua_RNA20626_R0	gene_11708
Sinv_RNA533_R3	gene_11709
Sinv_RNA11768_R0	gene_11710
Cbir_RNA11283_R2	gene_11711
Dqua_RNA20627_R0	gene_11712
Amel_RNA26271_R0	gene_11712
Dqua_RNA5155_R8	gene_11713
Mpha_RNA22114_R0	gene_11714
Sinv_RNA5810_R8	gene_11715
Aech_RNA5102_R0	gene_11716
Aech_RNA20678_R9	gene_11717
Dqua_RNA21024_R4	gene_11718
Dqua_RNA17718_R4	gene_11719
Aech_RNA5199_R3	gene_11720
Dqua_RNA20631_R0	gene_11721
Cbir_RNA0_R4	gene_11722
Dqua_RNA20633_R0	gene_11723
Dqua_RNA20282_R1	gene_11723
Mpha_RNA21688_R2	gene_11724
Dqua_RNA20634_R0	gene_11725
Dqua_RNA20635_R0	gene_11726
Dqua_RNA23013_R1	gene_11727
Dqua_RNA23442_R9	gene_11728
Dqua_RNA8262_R8	gene_11729
Dqua_RNA16114_R3	gene_11730
Dqua_RNA20638_R0	gene_11731
Dqua_RNA20639_R0	gene_11732
Amel_RNA5463_R0	gene_11732
Dqua_RNA20648_R0	gene_11733
Dqua_RNA20649_R0	gene_11733
Dmel_RNA2684_R0	gene_11733
Aech_RNA6244_R0	gene_11734
Dqua_RNA20652_R0	gene_11735
Cbir_RNA10530_R0	gene_11735
Cbir_RNA10531_R0	gene_11735
Sinv_RNA20475_R0	gene_11735
Sinv_RNA9295_R1	gene_11736
Sinv_RNA6884_R0	gene_11737
Dqua_RNA20640_R0	gene_11738
Nvit_RNA97_R0	gene_11738
Nvit_RNA101_R0	gene_11738
Dqua_RNA20637_R0	gene_11739
Dqua_RNA20646_R0	gene_11740
Dqua_RNA20650_R0	gene_11741
Nvit_RNA18728_R0	gene_11741
Dqua_RNA20655_R0	gene_11742
Dmel_RNA9375_R1	gene_11742
Dqua_RNA20659_R0	gene_11743
Dqua_RNA20658_R0	gene_11743
Dqua_RNA20660_R0	gene_11743
Cbir_RNA24965_R6	gene_11744
Cbir_RNA24759_R7	gene_11745
Cbir_RNA21686_R4	gene_11746
Cbir_RNA25118_R3	gene_11747
Mpha_RNA3921_R8	gene_11748
Aech_RNA18406_R4	gene_11749
Sinv_RNA11280_R8	gene_11749
Dqua_RNA20666_R0	gene_11750
Dqua_RNA20669_R0	gene_11751
Amel_RNA28427_R0	gene_11752
Nvit_RNA6094_R3	gene_11753
Dqua_RNA20665_R0	gene_11754
Dqua_RNA20667_R0	gene_11755
Dmel_RNA1198_R0	gene_11755
Dqua_RNA20670_R0	gene_11756
Nvit_RNA6819_R1	gene_11756
Aech_RNA6293_R5	gene_11757
Dqua_RNA20674_R0	gene_11758
Dqua_RNA20673_R0	gene_11759
Sinv_RNA13202_R8	gene_11760
Aech_RNA18219_R5	gene_11761
Dqua_RNA7377_R3	gene_11762
Nvit_RNA24018_R6	gene_11763
Dqua_RNA5071_R2	gene_11764
Dqua_RNA20675_R0	gene_11765
Cbir_RNA6997_R0	gene_11766
Dqua_RNA20677_R0	gene_11767
Dqua_RNA20676_R0	gene_11768
Dqua_RNA12781_R6	gene_11769
Dqua_RNA20678_R0	gene_11770
Lhum_RNA3595_R0	gene_11771
Nvit_RNA8231_R0	gene_11771
Nvit_RNA8238_R0	gene_11771
Dmel_RNA23993_R0	gene_11771
Lhum_RNA18107_R0	gene_11772
Dqua_RNA20689_R0	gene_11773
Mpha_RNA17042_R0	gene_11773
Amel_RNA22108_R0	gene_11774
Dmel_RNA27192_R0	gene_11774
Aech_RNA14339_R0	gene_11775
Dqua_RNA20695_R0	gene_11776
Dqua_RNA20697_R0	gene_11777
Sinv_RNA10180_R0	gene_11777
Dqua_RNA20703_R0	gene_11778
Dqua_RNA20707_R0	gene_11779
Dqua_RNA20710_R0	gene_11780
Amel_RNA23881_R0	gene_11780
Nvit_RNA19849_R0	gene_11780
Nvit_RNA4863_R0	gene_11780
Sinv_RNA20027_R0	gene_11781
Dqua_RNA20680_R0	gene_11782
Cbir_RNA274_R0	gene_11782
Dqua_RNA20685_R0	gene_11783
Dqua_RNA20686_R0	gene_11784
Dqua_RNA20687_R0	gene_11785
Sinv_RNA13202_R0	gene_11785
Dqua_RNA20694_R0	gene_11786
Mpha_RNA17472_R0	gene_11786
Dqua_RNA20696_R0	gene_11787
Dqua_RNA20700_R0	gene_11788
Dqua_RNA20704_R0	gene_11789
Dqua_RNA20706_R0	gene_11790
Nvit_RNA10598_R0	gene_11790
Sinv_RNA4809_R0	gene_11790
Dqua_RNA20711_R0	gene_11791
Dqua_RNA15863_R2	gene_11791
Sinv_RNA19669_R0	gene_11791
Dqua_RNA23270_R3	gene_11792
Dqua_RNA9696_R8	gene_11793
Cbir_RNA1986_R8	gene_11794
Sinv_RNA17334_R4	gene_11795
Aech_RNA12456_R0	gene_11796
Dqua_RNA20712_R0	gene_11797
Dqua_RNA20715_R0	gene_11797
Cbir_RNA22320_R0	gene_11797
Cbir_RNA11281_R3	gene_11797
Lhum_RNA1033_R2	gene_11797
Nvit_RNA17647_R3	gene_11797
Mpha_RNA4608_R4	gene_11797
Nvit_RNA532_R0	gene_11797
Sinv_RNA5154_R2	gene_11797
Cbir_RNA1645_R3	gene_11797
Cbir_RNA16655_R2	gene_11797
Cbir_RNA17610_R1	gene_11797
Aech_RNA14959_R3	gene_11797
Lhum_RNA3639_R2	gene_11797
Sinv_RNA20265_R7	gene_11797
Cbir_RNA18714_R3	gene_11797
Cbir_RNA25264_R1	gene_11797
Mpha_RNA1515_R2	gene_11797
Sinv_RNA19129_R3	gene_11797
Cbir_RNA25229_R0	gene_11797
Lhum_RNA1900_R4	gene_11797
Cbir_RNA18427_R8	gene_11797
Dqua_RNA2623_R7	gene_11798
Lhum_RNA6970_R2	gene_11799
Sinv_RNA10785_R9	gene_11800
Amel_RNA28253_R4	gene_11801
Sinv_RNA17755_R0	gene_11802
Dqua_RNA22212_R1	gene_11803
Dqua_RNA1568_R6	gene_11804
Dqua_RNA21013_R7	gene_11805
Dqua_RNA20723_R0	gene_11806
Dqua_RNA20720_R0	gene_11807
Dqua_RNA20722_R0	gene_11808
Dqua_RNA20725_R0	gene_11809
Dqua_RNA20726_R0	gene_11809
Dqua_RNA20728_R0	gene_11810
Dqua_RNA20749_R0	gene_11811
Sinv_RNA21782_R0	gene_11811
Dqua_RNA20755_R0	gene_11812
Amel_RNA28650_R0	gene_11813
Dqua_RNA20758_R0	gene_11814
Dqua_RNA20761_R0	gene_11815
Lhum_RNA4002_R0	gene_11815
Aech_RNA8437_R0	gene_11815
Dqua_RNA20767_R0	gene_11816
Dqua_RNA20768_R0	gene_11816
Dqua_RNA20770_R0	gene_11816
Dqua_RNA20769_R0	gene_11816
Cbir_RNA21951_R0	gene_11816
Dqua_RNA20772_R0	gene_11816
Sinv_RNA15949_R0	gene_11816
Dqua_RNA20774_R0	gene_11817
Dqua_RNA20779_R0	gene_11818
Dqua_RNA20781_R0	gene_11819
Dqua_RNA20784_R0	gene_11820
Cbir_RNA20025_R0	gene_11820
Dqua_RNA20786_R0	gene_11821
Dqua_RNA20788_R0	gene_11822
Dqua_RNA20795_R0	gene_11823
Dqua_RNA20809_R0	gene_11824
Dqua_RNA20810_R0	gene_11825
Dqua_RNA20814_R0	gene_11826
Dqua_RNA20819_R0	gene_11827
Dqua_RNA20820_R0	gene_11827
Dqua_RNA20822_R0	gene_11828
Sinv_RNA5021_R0	gene_11828
Aech_RNA12703_R2	gene_11828
Sinv_RNA5822_R0	gene_11828
Cbir_RNA13893_R2	gene_11828
Sinv_RNA21989_R2	gene_11828
Sinv_RNA21143_R2	gene_11828
Sinv_RNA21334_R7	gene_11828
Dqua_RNA20839_R0	gene_11829
Dqua_RNA20840_R0	gene_11829
Dqua_RNA20841_R0	gene_11830
Dqua_RNA20846_R0	gene_11831
Dmel_RNA24440_R1	gene_11832
Dqua_RNA20848_R0	gene_11833
Amel_RNA12951_R0	gene_11833
Dqua_RNA20852_R0	gene_11834
Dqua_RNA20869_R0	gene_11835
Lhum_RNA12358_R0	gene_11835
Dqua_RNA20872_R0	gene_11836
Dqua_RNA20874_R0	gene_11837
Dqua_RNA20875_R0	gene_11838
Cbir_RNA15908_R0	gene_11838
Dqua_RNA20882_R0	gene_11839
Dqua_RNA20883_R0	gene_11839
Aech_RNA19038_R0	gene_11839
Amel_RNA24913_R0	gene_11839
Dqua_RNA20889_R0	gene_11840
Aech_RNA12556_R0	gene_11840
Dqua_RNA20898_R0	gene_11841
Aech_RNA12561_R0	gene_11841
Mpha_RNA346_R0	gene_11841
Dqua_RNA20900_R0	gene_11842
Dqua_RNA20899_R0	gene_11842
Dqua_RNA20901_R0	gene_11842
Dqua_RNA20906_R0	gene_11843
Dqua_RNA20915_R0	gene_11844
Dqua_RNA20916_R0	gene_11845
Dqua_RNA20918_R0	gene_11846
Dqua_RNA20919_R0	gene_11847
Dqua_RNA20920_R0	gene_11848
Sinv_RNA12556_R0	gene_11848
Dqua_RNA20929_R0	gene_11849
Dqua_RNA20937_R0	gene_11850
Dqua_RNA20936_R0	gene_11850
Dqua_RNA20940_R0	gene_11851
Dqua_RNA20943_R0	gene_11852
Dqua_RNA20942_R0	gene_11852
Dqua_RNA20946_R0	gene_11853
Dqua_RNA20951_R0	gene_11854
Amel_RNA24682_R0	gene_11855
Nvit_RNA22065_R0	gene_11855
Dqua_RNA20952_R0	gene_11856
Dmel_RNA30507_R0	gene_11856
Dmel_RNA15792_R1	gene_11857
Dmel_RNA29071_R9	gene_11858
Dqua_RNA20969_R0	gene_11859
Cbir_RNA12081_R0	gene_11859
Dqua_RNA20976_R0	gene_11860
Cbir_RNA12076_R0	gene_11861
Sinv_RNA572_R0	gene_11862
Lhum_RNA8772_R0	gene_11863
Dqua_RNA20990_R0	gene_11864
Dqua_RNA20991_R0	gene_11865
Dqua_RNA20992_R0	gene_11865
Dqua_RNA20994_R0	gene_11866
Sinv_RNA17521_R0	gene_11867
Dqua_RNA20996_R0	gene_11868
Sinv_RNA21403_R1	gene_11868
Dqua_RNA20997_R0	gene_11869
Mpha_RNA3199_R0	gene_11869
Lhum_RNA1570_R0	gene_11869
Dqua_RNA20729_R0	gene_11870
Dqua_RNA20748_R0	gene_11871
Dqua_RNA20747_R0	gene_11871
Dqua_RNA20753_R0	gene_11872
Dqua_RNA20756_R0	gene_11873
Aech_RNA8443_R0	gene_11873
Dqua_RNA20759_R0	gene_11874
Cbir_RNA25196_R0	gene_11874
Dqua_RNA20760_R0	gene_11875
Dqua_RNA20764_R0	gene_11876
Dqua_RNA20765_R0	gene_11876
Dqua_RNA20762_R0	gene_11876
Dqua_RNA20766_R0	gene_11876
Amel_RNA136_R0	gene_11876
Dqua_RNA20773_R0	gene_11877
Dmel_RNA22401_R0	gene_11877
Dqua_RNA20778_R0	gene_11878
Dqua_RNA20777_R0	gene_11878
Dqua_RNA20775_R0	gene_11878
Dqua_RNA20776_R0	gene_11878
Dqua_RNA20780_R0	gene_11879
Dqua_RNA20785_R0	gene_11880
Lhum_RNA7214_R0	gene_11880
Dqua_RNA20787_R0	gene_11881
Dqua_RNA20791_R0	gene_11882
Dmel_RNA26024_R0	gene_11882
Dqua_RNA20796_R0	gene_11883
Aech_RNA5941_R0	gene_11883
Aech_RNA5942_R0	gene_11883
Cbir_RNA4402_R2	gene_11883
Amel_RNA29197_R2	gene_11883
Dqua_RNA20797_R0	gene_11884
Dqua_RNA20807_R0	gene_11885
Dqua_RNA20808_R0	gene_11885
Dqua_RNA20806_R0	gene_11885
Dqua_RNA20811_R0	gene_11886
Dqua_RNA20812_R0	gene_11887
Lhum_RNA12437_R0	gene_11887
Sinv_RNA20984_R0	gene_11887
Dqua_RNA20815_R0	gene_11888
Dqua_RNA20816_R0	gene_11888
Amel_RNA24986_R0	gene_11888
Sinv_RNA17825_R0	gene_11888
Dqua_RNA20823_R0	gene_11889
Dqua_RNA20835_R0	gene_11889
Dqua_RNA20833_R0	gene_11889
Cbir_RNA13186_R0	gene_11889
Dqua_RNA20837_R0	gene_11890
Dqua_RNA20842_R0	gene_11891
Dqua_RNA20843_R0	gene_11891
Mpha_RNA2320_R0	gene_11891
Sinv_RNA5010_R0	gene_11892
Dqua_RNA20849_R0	gene_11893
Dqua_RNA20850_R0	gene_11894
Dqua_RNA20851_R0	gene_11894
Dmel_RNA31013_R0	gene_11894
Dmel_RNA31014_R0	gene_11894
Dqua_RNA20859_R0	gene_11895
Dqua_RNA20855_R0	gene_11895
Sinv_RNA5023_R0	gene_11895
Amel_RNA25369_R0	gene_11895
Dqua_RNA20862_R0	gene_11896
Dqua_RNA20864_R0	gene_11897
Dqua_RNA20865_R0	gene_11898
Dqua_RNA20873_R0	gene_11899
Dqua_RNA20876_R0	gene_11900
Dqua_RNA20877_R0	gene_11901
Dqua_RNA20884_R0	gene_11902
Dqua_RNA20894_R0	gene_11903
Dqua_RNA20896_R0	gene_11904
Dqua_RNA20904_R0	gene_11905
Dqua_RNA20905_R0	gene_11906
Lhum_RNA12399_R0	gene_11906
Cbir_RNA25496_R0	gene_11906
Dqua_RNA20908_R0	gene_11907
Dqua_RNA20913_R0	gene_11908
Dqua_RNA20914_R0	gene_11909
Dqua_RNA20917_R0	gene_11910
Cbir_RNA435_R0	gene_11910
Dqua_RNA20921_R0	gene_11911
Lhum_RNA12417_R0	gene_11911
Aech_RNA9786_R0	gene_11911
Aech_RNA9784_R0	gene_11911
Aech_RNA9787_R0	gene_11911
Amel_RNA25004_R0	gene_11911
Dqua_RNA20925_R0	gene_11912
Aech_RNA9788_R0	gene_11912
Dqua_RNA20926_R0	gene_11913
Lhum_RNA12428_R0	gene_11913
Nvit_RNA3841_R0	gene_11913
Dqua_RNA20927_R0	gene_11914
Dmel_RNA34061_R0	gene_11914
Dqua_RNA20934_R0	gene_11915
Dqua_RNA20932_R0	gene_11915
Dqua_RNA20935_R0	gene_11915
Lhum_RNA12433_R0	gene_11915
Dqua_RNA20939_R0	gene_11916
Dqua_RNA20945_R0	gene_11917
Dqua_RNA20950_R0	gene_11918
Dqua_RNA20947_R0	gene_11918
Dqua_RNA20949_R0	gene_11918
Dqua_RNA20948_R0	gene_11918
Amel_RNA24684_R0	gene_11918
Dmel_RNA12488_R0	gene_11918
Dqua_RNA20955_R0	gene_11919
Mpha_RNA9426_R0	gene_11919
Amel_RNA24953_R0	gene_11919
Dqua_RNA20956_R0	gene_11920
Dqua_RNA20957_R0	gene_11921
Dqua_RNA20959_R0	gene_11922
Aech_RNA3415_R0	gene_11922
Lhum_RNA19802_R0	gene_11923
Dqua_RNA20964_R0	gene_11924
Cbir_RNA10048_R0	gene_11925
Dqua_RNA20966_R0	gene_11926
Sinv_RNA588_R0	gene_11927
Dqua_RNA20968_R0	gene_11928
Dqua_RNA20972_R0	gene_11929
Dqua_RNA20973_R0	gene_11930
Nvit_RNA18338_R0	gene_11930
Dqua_RNA20975_R0	gene_11931
Cbir_RNA12073_R0	gene_11931
Lhum_RNA8766_R0	gene_11931
Amel_RNA14500_R0	gene_11931
Aech_RNA3433_R0	gene_11931
Dqua_RNA20974_R0	gene_11932
Amel_RNA7479_R1	gene_11933
Aech_RNA9751_R0	gene_11934
Dqua_RNA20998_R0	gene_11935
Dqua_RNA20999_R0	gene_11936
Dqua_RNA22027_R7	gene_11937
Dqua_RNA21003_R0	gene_11938
Nvit_RNA25612_R0	gene_11939
Sinv_RNA10836_R8	gene_11940
Dqua_RNA11254_R5	gene_11941
Dqua_RNA22960_R0	gene_11942
Aech_RNA3998_R2	gene_11943
Dqua_RNA21005_R0	gene_11944
Dqua_RNA21006_R0	gene_11945
Cbir_RNA11359_R7	gene_11946
Cbir_RNA14074_R2	gene_11947
Aech_RNA1330_R6	gene_11948
Dqua_RNA12781_R4	gene_11949
Lhum_RNA7473_R7	gene_11950
Lhum_RNA851_R3	gene_11951
Lhum_RNA8299_R4	gene_11952
Dqua_RNA23436_R6	gene_11953
Mpha_RNA3032_R1	gene_11954
Aech_RNA3048_R5	gene_11955
Dqua_RNA21012_R0	gene_11956
Aech_RNA13103_R2	gene_11957
Dqua_RNA21010_R0	gene_11958
Lhum_RNA19048_R6	gene_11959
Dqua_RNA7912_R9	gene_11960
Dqua_RNA21013_R0	gene_11961
Sinv_RNA17694_R6	gene_11962
Cbir_RNA17052_R0	gene_11963
Aech_RNA3263_R0	gene_11964
Lhum_RNA1547_R1	gene_11965
Mpha_RNA21688_R0	gene_11966
Lhum_RNA7469_R0	gene_11967
Dqua_RNA21017_R0	gene_11968
Dqua_RNA21016_R0	gene_11968
Dqua_RNA21015_R0	gene_11969
Dmel_RNA22687_R0	gene_11969
Cbir_RNA3335_R6	gene_11970
Dqua_RNA7273_R6	gene_11971
Aech_RNA16625_R8	gene_11972
Dqua_RNA21021_R0	gene_11973
Dqua_RNA21023_R0	gene_11974
Nvit_RNA18256_R2	gene_11975
Dqua_RNA21024_R0	gene_11976
Sinv_RNA13034_R4	gene_11977
Amel_RNA28268_R3	gene_11978
Cbir_RNA5992_R1	gene_11979
Aech_RNA7786_R4	gene_11980
Cbir_RNA17620_R2	gene_11981
Aech_RNA18219_R6	gene_11982
Dqua_RNA18669_R1	gene_11983
Aech_RNA3247_R1	gene_11984
Lhum_RNA20663_R0	gene_11985
Dqua_RNA21025_R0	gene_11986
Lhum_RNA295_R0	gene_11987
Aech_RNA4258_R7	gene_11988
Sinv_RNA21654_R0	gene_11989
Dqua_RNA21026_R0	gene_11990
Dqua_RNA23557_R2	gene_11990
Sinv_RNA9704_R0	gene_11990
Lhum_RNA4891_R1	gene_11990
Dqua_RNA21027_R0	gene_11991
Mpha_RNA5906_R0	gene_11992
Cbir_RNA12012_R0	gene_11993
Dqua_RNA21033_R0	gene_11994
Amel_RNA15782_R0	gene_11995
Dqua_RNA21040_R0	gene_11995
Mpha_RNA10602_R0	gene_11995
Dqua_RNA21036_R0	gene_11995
Mpha_RNA10601_R0	gene_11995
Lhum_RNA11636_R0	gene_11995
Dqua_RNA21044_R0	gene_11996
Cbir_RNA23948_R0	gene_11997
Dqua_RNA21053_R0	gene_11998
Dqua_RNA21049_R0	gene_11999
Lhum_RNA19204_R0	gene_11999
Sinv_RNA868_R0	gene_11999
Dqua_RNA21054_R0	gene_12000
Mpha_RNA3144_R0	gene_12000
Cbir_RNA19765_R0	gene_12000
Cbir_RNA11156_R0	gene_12000
Cbir_RNA16196_R0	gene_12000
Dqua_RNA21056_R0	gene_12001
Dqua_RNA21061_R0	gene_12002
Dqua_RNA21059_R0	gene_12003
Dqua_RNA21058_R0	gene_12003
Dqua_RNA21060_R0	gene_12003
Dqua_RNA21067_R0	gene_12004
Dqua_RNA21071_R0	gene_12005
Amel_RNA20968_R0	gene_12005
Nvit_RNA17678_R0	gene_12005
Dqua_RNA21073_R0	gene_12006
Dqua_RNA21093_R0	gene_12007
Dqua_RNA21096_R0	gene_12008
Sinv_RNA16098_R0	gene_12008
Dqua_RNA21100_R0	gene_12009
Dqua_RNA21103_R0	gene_12010
Dqua_RNA21105_R0	gene_12010
Sinv_RNA16092_R0	gene_12011
Dqua_RNA21109_R0	gene_12011
Dmel_RNA23526_R3	gene_12011
Dqua_RNA21113_R0	gene_12012
Sinv_RNA10303_R0	gene_12013
Dqua_RNA21121_R0	gene_12014
Dqua_RNA21131_R0	gene_12015
Lhum_RNA4867_R2	gene_12015
Lhum_RNA8219_R0	gene_12015
Dqua_RNA21135_R0	gene_12016
Dmel_RNA23840_R0	gene_12016
Dqua_RNA21139_R0	gene_12017
Amel_RNA28963_R0	gene_12017
Dqua_RNA21145_R0	gene_12018
Dqua_RNA21047_R0	gene_12019
Dqua_RNA21057_R0	gene_12020
Dqua_RNA21064_R0	gene_12021
Dqua_RNA21066_R0	gene_12021
Dqua_RNA21065_R0	gene_12021
Dqua_RNA21068_R0	gene_12022
Nvit_RNA8222_R0	gene_12022
Dmel_RNA25100_R0	gene_12022
Lhum_RNA8482_R0	gene_12023
Dqua_RNA21081_R0	gene_12024
Dqua_RNA21083_R0	gene_12025
Dqua_RNA21090_R0	gene_12026
Dqua_RNA21091_R0	gene_12026
Dqua_RNA21098_R0	gene_12027
Dqua_RNA21099_R0	gene_12028
Dqua_RNA21102_R0	gene_12029
Nvit_RNA7001_R0	gene_12029
Dqua_RNA8097_R6	gene_12030
Dqua_RNA21112_R0	gene_12031
Dqua_RNA21115_R0	gene_12032
Nvit_RNA7953_R0	gene_12032
Sinv_RNA10301_R0	gene_12032
Dmel_RNA24336_R0	gene_12032
Dqua_RNA21138_R0	gene_12033
Dqua_RNA21137_R0	gene_12033
Cbir_RNA10799_R0	gene_12034
Aech_RNA9170_R6	gene_12035
Dqua_RNA21149_R0	gene_12036
Cbir_RNA10010_R0	gene_12036
Lhum_RNA2236_R0	gene_12036
Dqua_RNA21151_R0	gene_12037
Dqua_RNA21152_R0	gene_12037
Dqua_RNA21153_R0	gene_12038
Dqua_RNA21157_R0	gene_12039
Dqua_RNA21159_R0	gene_12039
Dqua_RNA21158_R0	gene_12039
Dqua_RNA21161_R0	gene_12040
Dqua_RNA21160_R0	gene_12040
Nvit_RNA15656_R0	gene_12040
Nvit_RNA15657_R0	gene_12040
Dqua_RNA21167_R0	gene_12041
Dqua_RNA21170_R0	gene_12042
Dqua_RNA21173_R0	gene_12043
Dqua_RNA21154_R0	gene_12044
Dqua_RNA21165_R0	gene_12045
Dqua_RNA21172_R0	gene_12046
Sinv_RNA702_R0	gene_12046
Dmel_RNA30241_R0	gene_12046
Dqua_RNA21166_R0	gene_12047
Dqua_RNA21164_R0	gene_12048
Sinv_RNA19123_R1	gene_12049
Aech_RNA4242_R4	gene_12050
Dqua_RNA21174_R0	gene_12051
Dqua_RNA21177_R0	gene_12052
Sinv_RNA7381_R0	gene_12053
Dqua_RNA21207_R0	gene_12054
Dqua_RNA21208_R0	gene_12055
Dqua_RNA21209_R0	gene_12055
Sinv_RNA7367_R0	gene_12056
Dqua_RNA21212_R0	gene_12057
Dqua_RNA21226_R0	gene_12058
Dqua_RNA21176_R0	gene_12059
Nvit_RNA19328_R0	gene_12059
Dqua_RNA21192_R0	gene_12060
Dqua_RNA21203_R0	gene_12061
Dqua_RNA21205_R0	gene_12062
Dqua_RNA21204_R0	gene_12062
Cbir_RNA23653_R0	gene_12062
Dqua_RNA21211_R0	gene_12063
Dqua_RNA21213_R0	gene_12064
Dqua_RNA21221_R0	gene_12065
Dqua_RNA21224_R0	gene_12066
Dqua_RNA21225_R0	gene_12067
Dqua_RNA21227_R0	gene_12068
Lhum_RNA15001_R0	gene_12068
Mpha_RNA10286_R0	gene_12068
Dqua_RNA6392_R5	gene_12069
Dqua_RNA23270_R1	gene_12070
Dqua_RNA23563_R5	gene_12071
Cbir_RNA9449_R9	gene_12072
Aech_RNA20615_R1	gene_12073
Dqua_RNA21231_R0	gene_12074
Dqua_RNA21230_R0	gene_12074
Dmel_RNA15112_R6	gene_12075
Cbir_RNA1950_R0	gene_12076
Cbir_RNA14080_R1	gene_12077
Lhum_RNA21469_R2	gene_12078
Dqua_RNA21313_R2	gene_12079
Sinv_RNA19845_R2	gene_12080
Nvit_RNA26023_R1	gene_12081
