SINV_RNA2436_R0	gene_4
LNIG_RNA16793_R0	gene_20870
MPHA_RNA529_R0	gene_20871
LNIG_RNA16794_R0	gene_20872
LNIG_RNA16795_R0	gene_20873
CBIR_RNA9702_R2	gene_20874
CBIR_RNA7713_R3	gene_20875
LNIG_RNA16798_R0	gene_20876
LNIG_RNA9010_R4	gene_20877
AECH_RNA7548_R1	gene_20878
CBIR_RNA15090_R0	gene_20879
LNIG_RNA16801_R0	gene_20880
LNIG_RNA16802_R0	gene_20881
CBIR_RNA18128_R0	gene_20882
LNIG_RNA17378_R2	gene_20883
LNIG_RNA16804_R0	gene_20884
LNIG_RNA12257_R8	gene_20885
LNIG_RNA16805_R0	gene_20886
LNIG_RNA17607_R1	gene_20887
LNIG_RNA16806_R0	gene_20888
LNIG_RNA8677_R6	gene_20889
LNIG_RNA16807_R0	gene_20890
SINV_RNA14048_R2	gene_20891
LNIG_RNA16808_R0	gene_20892
SINV_RNA8800_R4	gene_20893
LNIG_RNA16810_R0	gene_20894
LNIG_RNA16811_R0	gene_20895
LNIG_RNA16812_R0	gene_20896
LNIG_RNA12990_R7	gene_20897
LNIG_RNA14496_R2	gene_20898
LNIG_RNA12769_R1	gene_20900
CBIR_RNA9103_R0	gene_20899
LHUM_RNA502_R9	gene_20901
LNIG_RNA16816_R0	gene_20902
LNIG_RNA16817_R0	gene_20903
LNIG_RNA16818_R0	gene_20904
LNIG_RNA16820_R0	gene_20905
LNIG_RNA12387_R1	gene_20906
LNIG_RNA16822_R0	gene_20907
LNIG_RNA16825_R0	gene_20908
DQUA_RNA20221_R5	gene_20910
LHUM_RNA16048_R5	gene_20909
LNIG_RNA17119_R2	gene_20911
LNIG_RNA16145_R9	gene_20912
LNIG_RNA16826_R0	gene_20913
LNIG_RNA16827_R0	gene_20914
LNIG_RNA16828_R0	gene_20915
LNIG_RNA16829_R0	gene_20916
LNIG_RNA16830_R0	gene_20917
LNIG_RNA16831_R0	gene_20918
LNIG_RNA17749_R2	gene_20919
LNIG_RNA16832_R0	gene_20920
LNIG_RNA16833_R0	gene_20921
DQUA_RNA14728_R6	gene_20922
MPHA_RNA20701_R0	gene_20923
LNIG_RNA10609_R2	gene_20924
LHUM_RNA355_R2	gene_20925
LNIG_RNA16834_R0	gene_20926
LNIG_RNA16835_R0	gene_20927
LNIG_RNA16282_R0	gene_20928
LNIG_RNA16837_R0	gene_20929
LHUM_RNA3461_R3	gene_20930
MPHA_RNA3535_R0	gene_20931
LHUM_RNA2207_R2	gene_20932
CBIR_RNA18125_R1	gene_20933
LNIG_RNA16839_R0	gene_20934
CBIR_RNA9949_R0	gene_20935
LNIG_RNA16840_R0	gene_20936
LNIG_RNA16841_R0	gene_20937
LNIG_RNA16842_R0	gene_20938
SINV_RNA12764_R9	gene_20939
LNIG_RNA16843_R0	gene_20940
DMEL_RNA30493_R9	gene_20941
LNIG_RNA15628_R5	gene_20942
LNIG_RNA16845_R0	gene_20943
LNIG_RNA16847_R0	gene_20944
LNIG_RNA16849_R0	gene_20945
LNIG_RNA16851_R0	gene_20946
LNIG_RNA16852_R0	gene_20947
MPHA_RNA2620_R7	gene_20948
MPHA_RNA14211_R0	gene_20949
LNIG_RNA16855_R0	gene_20950
LNIG_RNA16856_R0	gene_20951
LNIG_RNA11124_R3	gene_20952
LNIG_RNA16858_R0	gene_20953
LNIG_RNA16859_R0	gene_20954
LNIG_RNA16860_R0	gene_20955
SINV_RNA19999_R2	gene_20956
MPHA_RNA1038_R1	gene_20957
LNIG_RNA16861_R0	gene_20959
LHUM_RNA634_R6	gene_20958
LNIG_RNA11882_R4	gene_20960
LNIG_RNA16863_R0	gene_20961
CBIR_RNA9720_R1	gene_20962
LNIG_RNA14381_R1	gene_20963
LNIG_RNA16787_R2	gene_20964
LNIG_RNA16865_R0	gene_20965
LNIG_RNA16866_R0	gene_20966
LNIG_RNA16867_R0	gene_20967
LNIG_RNA16868_R0	gene_20968
LNIG_RNA16869_R0	gene_20969
NVIT_RNA5074_R1	gene_20970
LNIG_RNA13505_R1	gene_20971
LNIG_RNA16873_R0	gene_20972
LNIG_RNA16874_R0	gene_20973
SINV_RNA14780_R5	gene_20974
LNIG_RNA16875_R0	gene_20975
LNIG_RNA16876_R0	gene_20976
LNIG_RNA16877_R0	gene_20977
SINV_RNA4401_R9	gene_20978
MPHA_RNA3725_R0	gene_20979
LNIG_RNA16880_R0	gene_20980
LNIG_RNA17338_R1	gene_20981
LNIG_RNA11014_R1	gene_20982
LNIG_RNA16881_R0	gene_20983
LNIG_RNA16883_R0	gene_20984
LNIG_RNA16884_R0	gene_20985
LHUM_RNA118_R8	gene_20986
LNIG_RNA16886_R0	gene_20987
LHUM_RNA15177_R4	gene_20988
LNIG_RNA16887_R0	gene_20989
AECH_RNA2914_R8	gene_20990
SINV_RNA15481_R2	gene_20991
LHUM_RNA14073_R0	gene_20992
LNIG_RNA14537_R4	gene_20993
LNIG_RNA16891_R0	gene_20994
AECH_RNA3633_R3	gene_20995
LNIG_RNA16893_R0	gene_20996
AECH_RNA2571_R3	gene_20998
LNIG_RNA16894_R0	gene_20997
NVIT_RNA13880_R9	gene_20999
LNIG_RNA17258_R9	gene_21000
LNIG_RNA16896_R0	gene_21001
LNIG_RNA15506_R2	gene_21002
LNIG_RNA16787_R1	gene_21003
LNIG_RNA17057_R1	gene_21004
LNIG_RNA16899_R0	gene_21005
AMEL_RNA2838_R6	gene_21006
LNIG_RNA16902_R0	gene_21007
SINV_RNA14361_R9	gene_21008
MPHA_RNA11142_R2	gene_21009
LNIG_RNA17667_R6	gene_21010
LNIG_RNA16905_R0	gene_21011
LNIG_RNA13426_R7	gene_21012
LNIG_RNA13422_R5	gene_21013
LNIG_RNA13835_R1	gene_21014
AECH_RNA21364_R6	gene_21015
AECH_RNA16626_R1	gene_21016
MPHA_RNA16895_R8	gene_21017
LNIG_RNA16908_R0	gene_21018
LNIG_RNA16910_R0	gene_21019
LNIG_RNA16911_R0	gene_21020
LNIG_RNA16913_R0	gene_21021
SINV_RNA17217_R6	gene_21022
DQUA_RNA6558_R0	gene_21023
SINV_RNA19558_R5	gene_21024
LNIG_RNA15757_R3	gene_21025
LNIG_RNA8986_R7	gene_21026
CBIR_RNA25331_R5	gene_21027
SINV_RNA17853_R5	gene_21028
CBIR_RNA13611_R0	gene_21029
LNIG_RNA16916_R0	gene_21030
LNIG_RNA12759_R4	gene_21031
LNIG_RNA16917_R0	gene_21032
LNIG_RNA16919_R0	gene_21033
LNIG_RNA16920_R0	gene_21034
LNIG_RNA16921_R0	gene_21035
MPHA_RNA204_R0	gene_21036
LNIG_RNA16924_R0	gene_21037
LHUM_RNA21579_R9	gene_21038
LNIG_RNA15145_R2	gene_21039
LNIG_RNA16925_R0	gene_21040
LNIG_RNA16926_R0	gene_21041
MPHA_RNA2991_R4	gene_21042
LNIG_RNA14579_R1	gene_21043
LNIG_RNA16929_R0	gene_21044
LNIG_RNA16930_R0	gene_21045
CBIR_RNA25388_R5	gene_21046
LNIG_RNA17536_R9	gene_21047
LNIG_RNA16932_R0	gene_21048
LNIG_RNA12893_R5	gene_21049
LNIG_RNA17704_R5	gene_21051
LNIG_RNA16933_R0	gene_21050
LNIG_RNA16934_R0	gene_21052
LNIG_RNA16935_R0	gene_21053
LHUM_RNA17739_R0	gene_21054
LNIG_RNA16936_R0	gene_21055
LHUM_RNA6962_R6	gene_21056
LNIG_RNA16938_R0	gene_21057
MPHA_RNA6022_R0	gene_21058
DQUA_RNA11966_R5	gene_21059
LNIG_RNA16940_R0	gene_21060
LNIG_RNA16941_R0	gene_21061
LNIG_RNA9631_R2	gene_21062
LNIG_RNA16943_R0	gene_21063
LNIG_RNA16944_R0	gene_21064
LNIG_RNA14216_R1	gene_21065
LNIG_RNA16947_R0	gene_21066
LNIG_RNA16948_R0	gene_21067
LNIG_RNA16949_R0	gene_21068
SINV_RNA3453_R0	gene_21069
LNIG_RNA13200_R3	gene_21070
LNIG_RNA16953_R0	gene_21071
LNIG_RNA16954_R0	gene_21072
LNIG_RNA16955_R0	gene_21073
LNIG_RNA14321_R2	gene_21074
LNIG_RNA16958_R0	gene_21075
LNIG_RNA16959_R0	gene_21076
LNIG_RNA16960_R0	gene_21077
LNIG_RNA16961_R0	gene_21078
LNIG_RNA13231_R5	gene_21079
LNIG_RNA7193_R3	gene_21080
LNIG_RNA16962_R0	gene_21081
LNIG_RNA12248_R1	gene_21082
DMEL_RNA11739_R5	gene_21083
LNIG_RNA16965_R0	gene_21084
LNIG_RNA15271_R2	gene_21085
CBIR_RNA6_R1	gene_21086
LNIG_RNA16967_R0	gene_21087
LNIG_RNA13819_R3	gene_21088
LNIG_RNA14149_R2	gene_21089
LNIG_RNA16969_R0	gene_21090
NVIT_RNA26162_R0	gene_21091
LNIG_RNA11198_R6	gene_21092
LNIG_RNA16970_R0	gene_21093
LNIG_RNA16971_R0	gene_21094
LNIG_RNA16145_R8	gene_21096
LNIG_RNA17119_R5	gene_21095
LNIG_RNA16972_R0	gene_21097
LNIG_RNA16973_R0	gene_21098
LHUM_RNA22827_R9	gene_21099
LNIG_RNA16974_R0	gene_21100
AECH_RNA5102_R5	gene_21101
DQUA_RNA0_R1	gene_21102
SINV_RNA14302_R0	gene_21103
LNIG_RNA16977_R0	gene_21104
LNIG_RNA16978_R0	gene_21105
LNIG_RNA10505_R5	gene_21106
LNIG_RNA5363_R1	gene_21107
DQUA_RNA23129_R0	gene_21108
LNIG_RNA14020_R2	gene_21109
LNIG_RNA16980_R0	gene_21110
LNIG_RNA1808_R1	gene_21111
LNIG_RNA17119_R4	gene_21113
AECH_RNA3263_R4	gene_21112
CBIR_RNA22747_R4	gene_21114
LNIG_RNA16982_R0	gene_21115
LNIG_RNA7922_R2	gene_21116
SINV_RNA19469_R1	gene_21117
LNIG_RNA16983_R0	gene_21118
LNIG_RNA5983_R7	gene_21119
LNIG_RNA16985_R0	gene_21120
LNIG_RNA16986_R0	gene_21121
LNIG_RNA11187_R3	gene_21122
LNIG_RNA17935_R3	gene_21123
LNIG_RNA11505_R7	gene_21124
LNIG_RNA10003_R8	gene_21125
LNIG_RNA16988_R0	gene_21126
LNIG_RNA18038_R1	gene_21127
LNIG_RNA5903_R4	gene_21128
LNIG_RNA16990_R0	gene_21129
LNIG_RNA17147_R5	gene_21130
LNIG_RNA16993_R0	gene_21131
LNIG_RNA16994_R0	gene_21132
LNIG_RNA16995_R0	gene_21133
LNIG_RNA16911_R1	gene_21134
LNIG_RNA12290_R5	gene_21135
LNIG_RNA16996_R0	gene_21136
LNIG_RNA16998_R0	gene_21137
LNIG_RNA1009_R3	gene_21138
MPHA_RNA1145_R3	gene_21139
SINV_RNA9973_R1	gene_21140
LNIG_RNA16111_R3	gene_21141
LNIG_RNA17002_R0	gene_21142
NVIT_RNA11227_R5	gene_21144
LNIG_RNA17003_R0	gene_21143
LNIG_RNA14023_R6	gene_21145
DMEL_RNA16663_R4	gene_21146
LNIG_RNA17217_R3	gene_21147
LNIG_RNA17004_R0	gene_21148
LNIG_RNA17005_R0	gene_21149
LNIG_RNA17446_R6	gene_21150
LNIG_RNA7440_R8	gene_21151
CBIR_RNA18620_R5	gene_21152
SINV_RNA12011_R7	gene_21153
MPHA_RNA910_R7	gene_21154
LNIG_RNA15881_R1	gene_21155
LNIG_RNA17008_R0	gene_21156
MPHA_RNA1441_R0	gene_21157
DQUA_RNA17726_R1	gene_21158
LNIG_RNA17012_R0	gene_21159
LNIG_RNA14487_R6	gene_21160
SINV_RNA17918_R3	gene_21161
LNIG_RNA17016_R0	gene_21162
LNIG_RNA17017_R0	gene_21163
LNIG_RNA17018_R0	gene_21164
LNIG_RNA6702_R1	gene_21165
LNIG_RNA17019_R0	gene_21166
LNIG_RNA17020_R0	gene_21167
CBIR_RNA25247_R5	gene_21168
LNIG_RNA14381_R6	gene_21169
LNIG_RNA16069_R5	gene_21170
LNIG_RNA17021_R0	gene_21171
LNIG_RNA15036_R3	gene_21172
LNIG_RNA17686_R1	gene_21173
AECH_RNA8411_R4	gene_21174
AECH_RNA3263_R8	gene_21175
LHUM_RNA6853_R2	gene_21176
LNIG_RNA17026_R0	gene_21177
LNIG_RNA17027_R0	gene_21178
LNIG_RNA17021_R1	gene_21179
LNIG_RNA17029_R0	gene_21180
LNIG_RNA10918_R8	gene_21181
LNIG_RNA16873_R6	gene_21182
LNIG_RNA17031_R0	gene_21183
LNIG_RNA17033_R0	gene_21184
LNIG_RNA17034_R0	gene_21185
LNIG_RNA9629_R9	gene_21186
LNIG_RNA17035_R0	gene_21187
LNIG_RNA17036_R0	gene_21189
LNIG_RNA17037_R0	gene_21188
LNIG_RNA17038_R0	gene_21190
LNIG_RNA14098_R5	gene_21191
LNIG_RNA17039_R0	gene_21192
SINV_RNA16445_R8	gene_21193
MPHA_RNA2634_R4	gene_21194
LNIG_RNA13839_R3	gene_21195
LNIG_RNA15343_R3	gene_21196
LNIG_RNA17043_R0	gene_21197
LNIG_RNA17045_R0	gene_21198
SINV_RNA21135_R9	gene_21199
LNIG_RNA17046_R0	gene_21200
LNIG_RNA9488_R1	gene_21201
LNIG_RNA17047_R0	gene_21202
LNIG_RNA17049_R0	gene_21203
LNIG_RNA7396_R8	gene_21204
LNIG_RNA17050_R0	gene_21206
LNIG_RNA17051_R0	gene_21205
LNIG_RNA17052_R0	gene_21207
SINV_RNA14875_R2	gene_21209
LNIG_RNA17002_R1	gene_21208
LNIG_RNA17054_R0	gene_21210
LNIG_RNA17056_R0	gene_21211
LNIG_RNA17057_R0	gene_21212
SINV_RNA9715_R8	gene_21213
LNIG_RNA17059_R0	gene_21214
AMEL_RNA13579_R3	gene_21215
SINV_RNA18988_R0	gene_21216
LNIG_RNA6831_R1	gene_21217
LNIG_RNA17063_R0	gene_21218
DMEL_RNA25243_R2	gene_21219
SINV_RNA17766_R0	gene_21220
AECH_RNA7565_R4	gene_21221
NVIT_RNA25343_R6	gene_21222
LNIG_RNA17065_R0	gene_21223
NVIT_RNA26400_R4	gene_21224
LNIG_RNA17067_R0	gene_21225
CBIR_RNA18439_R1	gene_21226
LNIG_RNA17069_R0	gene_21227
LNIG_RNA15827_R6	gene_21228
LNIG_RNA17070_R0	gene_21229
LNIG_RNA17071_R0	gene_21230
LNIG_RNA16067_R3	gene_21231
LNIG_RNA11642_R2	gene_21232
LNIG_RNA16602_R3	gene_21233
LNIG_RNA16753_R5	gene_21234
LNIG_RNA17075_R0	gene_21235
LNIG_RNA15243_R1	gene_21236
LHUM_RNA4785_R3	gene_21237
LNIG_RNA17081_R0	gene_21238
LNIG_RNA17082_R0	gene_21239
LNIG_RNA8302_R7	gene_21240
LNIG_RNA17083_R0	gene_21241
LNIG_RNA17084_R0	gene_21242
LNIG_RNA16129_R1	gene_21243
LNIG_RNA3431_R1	gene_21244
LNIG_RNA17087_R0	gene_21245
LNIG_RNA17257_R4	gene_21246
DQUA_RNA17726_R4	gene_21247
LNIG_RNA17089_R0	gene_21248
LNIG_RNA17092_R0	gene_21249
CBIR_RNA14410_R2	gene_21250
SINV_RNA9791_R2	gene_21251
LNIG_RNA17458_R3	gene_21252
LNIG_RNA17094_R0	gene_21253
LHUM_RNA2503_R3	gene_21254
MPHA_RNA14848_R3	gene_21255
NVIT_RNA26121_R4	gene_21256
LNIG_RNA17095_R0	gene_21257
LNIG_RNA17096_R0	gene_21258
LNIG_RNA17097_R0	gene_21259
LNIG_RNA17098_R0	gene_21260
CBIR_RNA10805_R1	gene_21261
NVIT_RNA24676_R5	gene_21262
LNIG_RNA17102_R0	gene_21263
LNIG_RNA14995_R3	gene_21264
LNIG_RNA17104_R0	gene_21265
DQUA_RNA16164_R6	gene_21266
LNIG_RNA14338_R1	gene_21267
LNIG_RNA17108_R0	gene_21268
LNIG_RNA17977_R9	gene_21269
LNIG_RNA17109_R0	gene_21270
LNIG_RNA15677_R1	gene_21271
LNIG_RNA7582_R4	gene_21272
LNIG_RNA17110_R0	gene_21273
LNIG_RNA8703_R6	gene_21274
LNIG_RNA17113_R0	gene_21275
DMEL_RNA16661_R2	gene_21276
LNIG_RNA17115_R0	gene_21277
DQUA_RNA23496_R5	gene_21278
LNIG_RNA17117_R0	gene_21279
LNIG_RNA17119_R0	gene_21280
LNIG_RNA15854_R8	gene_21281
AECH_RNA16626_R0	gene_21282
CBIR_RNA25372_R2	gene_21283
LNIG_RNA17121_R0	gene_21284
AECH_RNA13088_R1	gene_21285
LNIG_RNA15756_R8	gene_21286
LNIG_RNA17027_R1	gene_21287
LNIG_RNA17124_R0	gene_21288
LNIG_RNA17125_R0	gene_21289
CBIR_RNA25062_R3	gene_21290
LNIG_RNA17126_R0	gene_21291
LNIG_RNA17128_R0	gene_21292
LNIG_RNA17129_R0	gene_21293
LNIG_RNA12941_R4	gene_21294
LNIG_RNA14338_R2	gene_21295
LNIG_RNA16753_R6	gene_21296
LNIG_RNA17130_R0	gene_21297
LNIG_RNA17131_R0	gene_21298
LNIG_RNA17133_R0	gene_21299
LNIG_RNA17134_R0	gene_21300
LNIG_RNA17631_R4	gene_21301
LNIG_RNA17135_R0	gene_21302
LNIG_RNA11300_R4	gene_21303
LNIG_RNA17138_R0	gene_21304
LNIG_RNA17139_R0	gene_21305
LNIG_RNA17140_R0	gene_21306
LNIG_RNA11498_R2	gene_21307
AMEL_RNA5292_R2	gene_21308
MPHA_RNA2665_R5	gene_21309
LNIG_RNA17143_R0	gene_21311
LNIG_RNA17144_R0	gene_21310
CBIR_RNA24075_R3	gene_21312
LNIG_RNA17146_R0	gene_21313
LNIG_RNA17147_R1	gene_21314
LNIG_RNA15644_R3	gene_21315
LNIG_RNA10931_R7	gene_21316
CBIR_RNA7708_R6	gene_21317
LNIG_RNA17258_R5	gene_21318
LNIG_RNA11223_R6	gene_21319
LNIG_RNA17152_R0	gene_21320
LNIG_RNA17153_R0	gene_21321
LNIG_RNA16958_R1	gene_21322
LHUM_RNA12753_R0	gene_21323
NVIT_RNA17939_R8	gene_21324
LNIG_RNA17157_R0	gene_21325
CBIR_RNA16142_R4	gene_21326
LNIG_RNA17158_R0	gene_21327
LNIG_RNA17159_R0	gene_21328
SINV_RNA20286_R2	gene_21329
LNIG_RNA17562_R3	gene_21330
SINV_RNA11355_R6	gene_21331
LNIG_RNA16342_R2	gene_21332
LNIG_RNA17163_R0	gene_21333
LNIG_RNA12208_R1	gene_21334
LNIG_RNA13527_R7	gene_21335
LNIG_RNA17165_R0	gene_21336
LNIG_RNA17166_R0	gene_21337
LNIG_RNA15431_R7	gene_21338
LNIG_RNA17168_R0	gene_21339
LNIG_RNA16841_R3	gene_21340
LNIG_RNA16926_R8	gene_21341
LHUM_RNA21932_R1	gene_21342
LNIG_RNA17170_R0	gene_21343
LNIG_RNA17171_R0	gene_21344
AECH_RNA19600_R7	gene_21345
LNIG_RNA17174_R0	gene_21346
LNIG_RNA16855_R8	gene_21347
LNIG_RNA6613_R8	gene_21348
CBIR_RNA17840_R7	gene_21349
LNIG_RNA17178_R0	gene_21350
LNIG_RNA17179_R0	gene_21351
LNIG_RNA17180_R0	gene_21352
LNIG_RNA17181_R0	gene_21353
LNIG_RNA17182_R0	gene_21354
LNIG_RNA16509_R6	gene_21355
CBIR_RNA18427_R2	gene_21356
LNIG_RNA8568_R8	gene_21357
LNIG_RNA16354_R7	gene_21358
LNIG_RNA17185_R0	gene_21359
LNIG_RNA17186_R0	gene_21360
LNIG_RNA17189_R0	gene_21361
LNIG_RNA17190_R0	gene_21362
LNIG_RNA17446_R1	gene_21363
CBIR_RNA11782_R1	gene_21364
LNIG_RNA12340_R5	gene_21365
LNIG_RNA8823_R3	gene_21366
LNIG_RNA17631_R6	gene_21367
LNIG_RNA17193_R0	gene_21368
LNIG_RNA17194_R0	gene_21369
MPHA_RNA9929_R4	gene_21370
LNIG_RNA17195_R0	gene_21371
LNIG_RNA3686_R3	gene_21372
LNIG_RNA12288_R3	gene_21373
LNIG_RNA17201_R0	gene_21374
AMEL_RNA8068_R0	gene_21375
LNIG_RNA15456_R1	gene_21376
LNIG_RNA17204_R0	gene_21377
AECH_RNA12008_R6	gene_21378
AECH_RNA9702_R0	gene_21379
LNIG_RNA17206_R0	gene_21380
AMEL_RNA10401_R1	gene_21381
LNIG_RNA17207_R0	gene_21382
LNIG_RNA17208_R0	gene_21383
AECH_RNA7565_R8	gene_21384
LNIG_RNA10457_R2	gene_21385
CBIR_RNA5135_R2	gene_21386
LNIG_RNA15385_R7	gene_21387
LNIG_RNA17210_R0	gene_21388
LNIG_RNA17212_R0	gene_21389
LNIG_RNA17213_R0	gene_21390
LNIG_RNA14671_R2	gene_21391
LNIG_RNA17215_R0	gene_21392
LNIG_RNA17217_R0	gene_21393
LNIG_RNA17218_R0	gene_21394
LNIG_RNA12437_R9	gene_21395
LNIG_RNA17989_R4	gene_21396
LNIG_RNA17182_R1	gene_21397
LNIG_RNA12250_R9	gene_21398
LHUM_RNA495_R0	gene_21399
LNIG_RNA17219_R0	gene_21400
LNIG_RNA15422_R1	gene_21401
LNIG_RNA17222_R0	gene_21402
LNIG_RNA17223_R0	gene_21403
LNIG_RNA13307_R2	gene_21404
LNIG_RNA17226_R0	gene_21405
LNIG_RNA17228_R0	gene_21406
CBIR_RNA25372_R6	gene_21407
LNIG_RNA17230_R0	gene_21408
MPHA_RNA2665_R6	gene_21409
LNIG_RNA17232_R0	gene_21410
LNIG_RNA9817_R4	gene_21411
LNIG_RNA8268_R5	gene_21412
AECH_RNA19633_R6	gene_21413
LNIG_RNA9631_R5	gene_21414
SINV_RNA17756_R5	gene_21415
LNIG_RNA16706_R2	gene_21416
DQUA_RNA23017_R9	gene_21417
CBIR_RNA16770_R4	gene_21418
SINV_RNA10269_R1	gene_21419
LNIG_RNA17237_R0	gene_21420
LNIG_RNA6091_R2	gene_21421
LNIG_RNA17240_R0	gene_21422
LNIG_RNA13743_R5	gene_21423
LNIG_RNA17242_R0	gene_21424
LNIG_RNA17244_R0	gene_21425
LNIG_RNA17247_R0	gene_21426
LNIG_RNA6446_R1	gene_21427
DQUA_RNA21611_R4	gene_21428
LNIG_RNA17251_R0	gene_21429
LNIG_RNA17252_R0	gene_21430
LNIG_RNA17253_R0	gene_21431
LNIG_RNA17255_R0	gene_21432
LNIG_RNA17256_R0	gene_21433
LNIG_RNA17257_R0	gene_21434
LNIG_RNA17258_R0	gene_21435
LNIG_RNA16316_R4	gene_21436
LNIG_RNA11492_R7	gene_21437
LNIG_RNA17260_R0	gene_21438
LNIG_RNA17261_R0	gene_21439
LNIG_RNA17494_R1	gene_21440
LNIG_RNA18087_R2	gene_21441
LNIG_RNA17263_R0	gene_21442
LNIG_RNA17264_R0	gene_21443
LNIG_RNA17265_R0	gene_21444
LNIG_RNA17266_R0	gene_21445
LNIG_RNA17268_R0	gene_21446
MPHA_RNA3677_R0	gene_21447
LNIG_RNA17270_R0	gene_21448
SINV_RNA17331_R1	gene_21449
LNIG_RNA17272_R0	gene_21450
LNIG_RNA17562_R4	gene_21451
LNIG_RNA17274_R0	gene_21452
SINV_RNA11356_R3	gene_21453
LNIG_RNA17277_R0	gene_21454
LNIG_RNA17278_R0	gene_21455
LNIG_RNA17279_R0	gene_21456
LNIG_RNA17280_R0	gene_21457
DMEL_RNA10121_R1	gene_21458
LNIG_RNA17281_R0	gene_21459
LNIG_RNA16522_R2	gene_21460
LNIG_RNA17282_R0	gene_21461
LNIG_RNA17283_R0	gene_21462
LNIG_RNA17147_R2	gene_21463
LNIG_RNA16364_R3	gene_21464
SINV_RNA18047_R5	gene_21465
LNIG_RNA15502_R6	gene_21466
LNIG_RNA17287_R0	gene_21467
LNIG_RNA11849_R6	gene_21468
LNIG_RNA12899_R8	gene_21469
LNIG_RNA17552_R9	gene_21470
LNIG_RNA5903_R1	gene_21471
LNIG_RNA10995_R4	gene_21472
LNIG_RNA17290_R0	gene_21473
LNIG_RNA17291_R0	gene_21474
LNIG_RNA17293_R0	gene_21475
AECH_RNA14458_R5	gene_21476
LNIG_RNA17296_R0	gene_21477
LNIG_RNA14238_R1	gene_21478
CBIR_RNA18424_R7	gene_21479
AECH_RNA2029_R7	gene_21480
LNIG_RNA17298_R0	gene_21481
LNIG_RNA17301_R0	gene_21482
LNIG_RNA17302_R0	gene_21483
LNIG_RNA17303_R0	gene_21484
LNIG_RNA7963_R7	gene_21485
LNIG_RNA17306_R0	gene_21486
DQUA_RNA23482_R1	gene_21487
LNIG_RNA17309_R0	gene_21488
LNIG_RNA13527_R6	gene_21489
CBIR_RNA14081_R4	gene_21490
LNIG_RNA17312_R0	gene_21491
LNIG_RNA17313_R0	gene_21492
LNIG_RNA17314_R0	gene_21493
LNIG_RNA12915_R7	gene_21494
LNIG_RNA17319_R0	gene_21495
LNIG_RNA11704_R9	gene_21496
LNIG_RNA17321_R0	gene_21497
LNIG_RNA17324_R0	gene_21498
NVIT_RNA25789_R0	gene_21499
LNIG_RNA14284_R7	gene_21500
LNIG_RNA17326_R0	gene_21501
LNIG_RNA17328_R0	gene_21502
LNIG_RNA8489_R7	gene_21503
LNIG_RNA17333_R0	gene_21504
CBIR_RNA5387_R3	gene_21505
LNIG_RNA17334_R0	gene_21506
LNIG_RNA17335_R0	gene_21507
LNIG_RNA17336_R0	gene_21508
LNIG_RNA17338_R0	gene_21509
LNIG_RNA11505_R4	gene_21510
LNIG_RNA17340_R0	gene_21511
LNIG_RNA17341_R0	gene_21512
LNIG_RNA17344_R0	gene_21513
LNIG_RNA17346_R0	gene_21514
MPHA_RNA11723_R1	gene_21515
LNIG_RNA17347_R0	gene_21516
CBIR_RNA25331_R4	gene_21517
LNIG_RNA16910_R1	gene_21518
LHUM_RNA20914_R1	gene_21519
LNIG_RNA17349_R0	gene_21520
LNIG_RNA17351_R0	gene_21521
LNIG_RNA11697_R1	gene_21522
LNIG_RNA15417_R3	gene_21523
LNIG_RNA15263_R9	gene_21524
LNIG_RNA17989_R1	gene_21525
LNIG_RNA17354_R0	gene_21526
LNIG_RNA17356_R0	gene_21527
LNIG_RNA17357_R0	gene_21528
LNIG_RNA17358_R0	gene_21529
SINV_RNA22123_R0	gene_21530
LNIG_RNA17359_R0	gene_21531
LNIG_RNA17362_R0	gene_21532
CBIR_RNA10047_R2	gene_21533
LNIG_RNA17366_R0	gene_21534
LNIG_RNA17368_R0	gene_21535
LNIG_RNA17370_R0	gene_21536
LNIG_RNA17371_R0	gene_21537
LNIG_RNA17372_R0	gene_21538
LNIG_RNA17373_R0	gene_21539
LNIG_RNA17374_R0	gene_21540
DMEL_RNA14393_R1	gene_21541
LNIG_RNA17375_R0	gene_21542
MPHA_RNA2991_R6	gene_21543
LNIG_RNA14942_R9	gene_21544
LNIG_RNA8436_R4	gene_21545
LNIG_RNA17378_R0	gene_21546
AECH_RNA10876_R3	gene_21547
LNIG_RNA17380_R0	gene_21548
LNIG_RNA17382_R0	gene_21549
SINV_RNA11269_R2	gene_21550
LNIG_RNA15065_R4	gene_21551
LNIG_RNA17383_R0	gene_21552
LNIG_RNA16449_R5	gene_21553
LNIG_RNA17306_R2	gene_21554
LNIG_RNA17385_R0	gene_21555
LNIG_RNA17387_R0	gene_21556
LNIG_RNA17389_R0	gene_21557
SINV_RNA7201_R3	gene_21558
SINV_RNA21520_R0	gene_21559
LNIG_RNA17390_R0	gene_21560
LNIG_RNA15741_R1	gene_21561
LNIG_RNA14697_R3	gene_21562
LNIG_RNA17392_R0	gene_21563
LNIG_RNA1253_R2	gene_21564
DQUA_RNA22230_R9	gene_21565
LNIG_RNA17396_R0	gene_21566
LNIG_RNA17397_R0	gene_21567
NVIT_RNA26303_R4	gene_21568
LNIG_RNA14493_R1	gene_21569
LNIG_RNA11466_R1	gene_21570
LNIG_RNA13291_R9	gene_21571
